minutes,player_name,TS%,AST,TO,USG,ORR,DRR,REBR,PER
0,Sylvester,0.6311594653981037,30.67952669114108,14.601298077010648,34.19049926741959,6.224721820599957,12.533921219338843,12.56300735541701,31.65481407221125
0,Marvin the Martian,0.5872847476856238,29.448295208493967,13.998678257507496,34.913968739411274,8.358748001238931,29.902704051246083,12.30637517176475,18.15236232333061
0,Road Runner,0.6271923812249817,31.242021281441197,14.563998402890476,36.97765268121998,7.14689638099637,30.054324203298176,14.888741037487815,25.318280331402665
0,Foghorn Leghorn,0.6152585965040478,29.630111868399467,14.3955462957235,36.452443347161555,5.623878042769881,23.262446921244113,15.930815631601527,30.295224842191228
0,Bugs Bunny,0.6439801821563351,35.88828109371358,15.811122583365584,33.5328194682773,6.272107101263364,28.456203285928044,12.747261238542706,22.211347072516492
0,Elmer Fudd,0.621224941901768,27.728548936229327,15.60469878529995,36.87279051784969,4.1158788630917975,25.408129633080787,13.710466386684548,25.994734115318646
0,Lola Bunny,0.6220497749319682,32.96460421732473,13.38868865555473,38.03600869486515,3.6182814318174756,24.169156304383634,17.358061078773673,34.44146960279015
0,Porky Pig,0.602359592956357,31.795465584281224,15.802474856900096,36.34712108152212,4.060298329191162,16.0710838013002,14.401356676992393,31.65220136618453
0,Tasmanian Devil,0.6172916286076615,30.653777479000414,15.417685370540084,38.43410583472192,4.633262231035653,19.917068151412373,8.427228495876825,23.035580410206453
0,Gossamer,0.6149144929726852,31.545784535278894,16.257012143291455,33.130265332287074,5.510085228788387,17.645972460820758,13.804503342621123,27.99498517408359
0,Granny,0.6062685230440177,28.680132182722506,14.282768029615301,38.34432972703293,7.06711516755832,18.485650445379996,15.558793653837485,32.96598560150436
0,Wile E. Coyote,0.6287488044316385,26.081867516857475,13.117273350507528,36.68096410054828,6.9337924128785815,20.78180542976612,15.473609047791344,32.13546986779539
0,Tweety,0.6012968328639502,26.036851093301557,12.051261892208649,36.58610009636439,6.475052823682697,22.614436974301825,12.157449688668072,25.480405794079534
0,Penelope,0.61763456318063,25.888342305976376,16.336001123325154,24.44626204910189,7.210952431301655,18.00549541090628,9.636739978310413,15.912885480440064
0,Daffy Duck,0.6129822363960116,25.15427410499712,14.430627130261806,34.18569789481822,6.866382827876699,15.079232045915138,9.747419365400894,24.522105319244854
12,Sylvester,0.623712163352025,29.761575403824978,13.801449068982045,34.0089654638039,6.054614749663859,11.495292681199857,10.966052829596212,29.94583657140799
12,Marvin the Martian,0.6084377685946428,30.690809250532965,15.780337675927782,27.25471994009077,5.364261808470303,21.833694752038685,12.22989323512578,19.5445032667859
12,Road Runner,0.6266998381691762,27.4567005738287,14.78114523486651,34.58697546156332,6.842697342407,27.84564506493739,14.2791674857733,23.963540462755372
12,Foghorn Leghorn,0.6219163127149181,32.47824543401513,16.573079372054046,33.764427904693456,4.5999253771043795,22.100126202195444,16.559288127427095,29.982829935538543
12,Bugs Bunny,0.6269025816830162,28.66387430019696,15.944501703842352,37.39976119935325,5.336078014107811,21.957221577562457,10.428258026788011,23.81208547927658
12,Elmer Fudd,0.6198342105185782,31.274202674673745,16.634408290327286,34.70469419166507,4.727988109754834,22.197445678802463,13.593635980164011,26.065908699480534
12,Lola Bunny,0.635834444268852,32.23116218490394,14.969638685758513,38.79303052961241,4.518224408028934,19.022914997168296,18.12176062199477,38.75062268647484
12,Porky Pig,0.6008339540744181,28.7017795695862,15.596349034471768,37.26653613712444,5.027198756121054,19.47017153833908,12.984577500372374,27.611483294382776
12,Tasmanian Devil,0.5983239994731853,25.19593940290831,14.165060973881609,37.19356585176726,5.17284267407524,22.084921016921882,7.597423982489527,18.741888819659298
12,Gossamer,0.6172730247807474,34.33939371776662,14.847761119621579,34.65349753166218,6.250898026528121,12.717874757322845,16.040444279265028,36.070636522135445
12,Granny,0.603671608115544,25.050617288354466,14.035066687497556,38.366124286453974,7.395882826095644,14.946524337778806,12.233434525890488,30.10578809943004
12,Wile E. Coyote,0.622681167938029,28.396930347569644,13.484619415084174,33.9565207692898,6.926232145357502,22.735430889542563,13.98219791743925,26.90286748343541
12,Tweety,0.6047584168876031,26.28526215088041,14.249678795556438,39.812700782544795,7.011071105727202,21.953964385301184,10.21542095550953,23.99093704347864
12,Penelope,0.6055090798500025,25.620918355866014,14.692405258581395,26.31629361207101,9.125049277699242,16.367759676499716,10.420839895439201,18.8525714262605
12,Daffy Duck,0.6253228246320952,28.865398078343457,15.611075119070566,32.71575707984705,5.17452550186515,17.370929730897206,15.006390814172434,30.358040097281982
24,Sylvester,0.6191785553129043,33.464330204214875,13.573760277925285,35.49444899333877,7.399429910791261,19.890371959297042,12.159215565279872,27.186522857310823
24,Marvin the Martian,0.6002526682492124,32.80054007642268,14.243544122720706,30.068116949778446,6.188204244399608,20.632525806659256,11.818101337664055,21.791335065531346
24,Road Runner,0.6166305635732153,26.084319443011662,13.719048322314341,34.817174887964654,5.905841845295066,26.944937588152268,12.97296860382254,22.963667534443648
